participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim,irrelevant_dim,feet_high,color_low,color_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response
131,"['Its bright coloring and overall healthy appearance suggest good fitness, which is often associated with higher fertility.', 'It looks healthy overall, but not especially standout, suggesting an average fertility level.', 'The reptile appears less robust or less distinctive, which could explain a low fertility score.', 'The reptile appears generally healthy but not especially strong or distinctive, which could explain a slightly below-average fertility score.', 'The reptile appears somewhat less robust or less distinctive, which could explain a low fertility score.', 'The reptile appears healthy and vibrant, with strong features that suggest high reproductive potential, which could explain the high fertility score.', 'The reptile appears somewhat average but not particularly strong or distinctive, which could explain a below-average fertility score.', 'The reptile appears very healthy and vibrant, with strong features that suggest high reproductive potential, which could explain the high fertility score.', 'The reptile appears extremely healthy and vibrant, with very strong and distinctive features that suggest very high reproductive potential.', 'The reptile appears less robust and not particularly distinctive, which could explain a very low fertility score.', 'The reptile appears generally healthy and well-developed, which could explain a slightly above-average fertility score.', 'The reptile appears very healthy and vibrant, with strong features that suggest high reproductive potential, which could explain the high fertility score.', 'The reptile appears generally healthy but not especially strong or distinctive, which could explain a slightly below-average fertility score.', 'The reptile appears healthy and vibrant, with strong features that suggest high reproductive potential, which could explain the high fertility score.', 'The reptile appears very healthy and vibrant, with strong features that suggest high reproductive potential, which could explain the high fertility score.', 'The reptile appears less robust and not particularly distinctive, which could explain a very low fertility score.']",[],"[8.0, 5.0, 1.0, 4.0, 2.0, 7.0, 3.0, 8.0, 10.0, 1.0, 6.0, 8.0, 4.0, 7.0, 8.0, 1.0]",475.7597,"['G_C', 'Y_F', 'G_F', 'Y_C']","[4.0, 7.0, 4.0, 7.0]","['high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y']","['low', 'high', 'high', 'low']",131,"['Y_F', 'G_C', 'Y_C', 'G_F', 'G_C', 'Y_F', 'Y_C', 'G_F', 'Y_C', 'G_C', 'G_F', 'Y_F', 'G_C', 'Y_F', 'G_F', 'Y_C']",1,feet,color,F,G,Y,C,No,,,Yes, Red,6.0
089,"['She is a juvenile and not yet fully sexually mature.\xa0', ""Other frogs don't find green attractive."", 'Her sharp claws are an attractive adaptation to make frogs.', 'Again, those sharp claws are attractive.', 'Pobablly just a bad year for this one.', 'The sharp claws seems to breed more easily.', ""Those rounded digits just don't breed as well."", 'There are those rounded ones again, not attractive.', 'There are those sharp ones, they breed great!', 'There are the sharps again.', 'Rounded digits, that a no go', 'rounded again, low fertiliy.\xa0', 'rounded again', 'sharp, always gets above a 5', 'whoa! a 10 for those sharp claws.', 'Rounded, only a 2']",[],"[1.0, 3.0, 9.0, 8.0, 5.0, 9.0, 6.0, 3.0, 9.0, 7.0, 1.0, 3.0, 3.0, 6.0, 10.0, 2.0]",289.887,"['Y_F', 'G_F', 'G_C', 'Y_C']","[3.0, 3.0, 8.0, 9.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G']","['low', 'low', 'high', 'high']",89,"['Y_F', 'G_F', 'G_C', 'Y_C', 'Y_C', 'G_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'Y_F', 'G_F', 'Y_F', 'G_C', 'Y_C', 'G_F']",1,feet,color,C,Y,G,F,Yes,Curly/Pointy,7.0,No,,
173,"['Perhaps it is the light-red color, big eyes, or smiley disposition that helps them stand out to and attract mates', 'Perhaps the bright green color, big eyes and smiley disposition help it stand out to and attract mates', 'Perhaps seasonal conditions prevented more offspring from living to maturity', 'There could have been bad weather that killed more offspring than survived.', 'Perhaps the color attracts predators or hunters', 'Good seasonal conditions and bright color helping it stand out to mates', 'Perhaps the green color is blending in with the envuronment, preventing the attraction of additional mates', 'Good seasonal conditions and an environment conducive towards standing out', 'Particularly bad seasonal conditions, inability to attract mates due to blending in', 'Particularly good seasonal conditions, which help the green color stand out more to mates', 'Perphaps the red provides contrast to the environment helping them stand out more', 'Perhaps the red helps them stand out too much to predators, along with bad seasonal conditions', 'Perhaps the red attracts predators', 'Perhaps the red attracts predators and hunters', 'In poor seasonal conditions the green blends in too much to be noticed by mates', 'In good seasonal conditions the green stands out well, helping attract mates']","[""I might call out more difference between the two next time. Only color really stood out to me, I didn't notice the spots or the toes differed until the debriefing""]","[8.0, 9.0, 5.0, 4.0, 4.0, 7.0, 4.0, 8.0, 2.0, 10.0, 7.0, 1.0, 3.0, 4.0, 1.0, 8.0]",462.651,"['Y_F', 'Y_C', 'G_C', 'G_F']","[6.0, 4.0, 9.0, 3.0]","['high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'G', 'Y', 'Y', 'Y', 'Y', 'G', 'G']","['low', 'high', 'high', 'low']",173,"['Y_C', 'G_C', 'Y_F', 'G_F', 'Y_F', 'Y_C', 'G_F', 'G_C', 'G_F', 'G_C', 'Y_C', 'Y_F', 'Y_F', 'Y_C', 'G_F', 'G_C']",1,feet,color,C,Y,G,F,No,,,Yes,Green,6.0
087,"['FIt is brightly colored to attract mates. Also he is smiling lol', ""He's plain looking\xa0"", 'Big eye', 'Bright', 'Big smile', 'Not bright\xa0', 'Bright\xa0', 'Bright', 'Bright', 'Plain', 'Plain\xa0', 'B bright', 'Bright and big', 'Plain\xa0', 'Plain', 'Bright']",[],"[10.0, 4.0, 6.0, 6.0, 8.0, 5.0, 8.0, 6.0, 6.0, 4.0, 7.0, 2.0, 10.0, 6.0, 7.0, 4.0]",224.2136,"['G_C', 'G_F', 'Y_F', 'Y_C']","[3.0, 4.0, 7.0, 8.0]","['high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C']","['Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y']","['low', 'high', 'high', 'low']",87,"['Y_F', 'G_C', 'G_F', 'Y_C', 'G_F', 'G_C', 'Y_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_C']",1,feet,color,F,G,Y,C,No,,,Yes, Red,4.0
127,"['Because it was in a good environment.', 'Better nutrition', 'Good environment', 'More access to mates', 'Prime nutrition.', 'good environment', 'less desirable habitat', 'good location', 'good mates', 'good nutrition', 'good access to mates', 'poor location', 'average location', 'poor environment', 'good environment', 'poor location']",[],"[5.0, 7.0, 4.0, 6.0, 10.0, 6.0, 3.0, 8.0, 7.0, 9.0, 8.0, 1.0, 5.0, 1.0, 9.0, 2.0]",496.3529,"['G_F', 'Y_C', 'G_C', 'Y_F']","[4.0, 8.0, 3.0, 7.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C']","['Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G']","['high', 'low', 'low', 'high']",127,"['Y_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_F', 'Y_C', 'G_F', 'G_C', 'G_F', 'Y_C', 'Y_F', 'G_C']",1,feet,color,F,G,Y,C,No,,,Yes, Red,4.0
156,"['This reptile scored fairly well in fertility possibly due to its vibrant skin color', 'This reptile scored poorly in fertility possibly due to its less intense skin color, potentially was unable to mate as much as others', 'This reptile scored poorly in fertility due to its appearance, similar to the previous reptile', 'This reptile scored decently in fertility, having a more intense appearance likely helped it in finding a mate easier', 'this reptile scored very well in fertility, and has more bright eyes than previous vibrantly-colored reptiles, likely giving it an upper-hand in mating', 'this reptile had better fertility than the previous less-vibrantly colored reptiles, perhaps luck, perhaps it was able to find a mate easier than the others', 'this reptile scored decently in fertility, following the trend of the vibrantly colored, red-ish reptiles being more fertile.', 'this reptile did not score well in fertility, continuing the trend of the less vibrant, green-ish reptiles having lower fertility', 'this reptile scored very well in its fertility, and appears to have more visible spots on its back along with its already vibrant red-ish skin, likely helping it in finding a mate', ""this reptile scored poorly in fertility; it's hard to tell but it almost seems smaller than the others, otherwise it seems to have many of the same characteristics as its fellow, less-vibrant green-ish reptile counterparts"", 'this reptile scored very well in fertility, and also has a more ""shiny"" look to its skin, in addition to it being of the vibrant, red-ish variety.', 'this reptile did not score too poorly in fertility, better than its fellow less-vibrant green-ish reptiles, it has more visible spots on its back likely helping it in finding a mate', 'this reptile scored very poorly in fertility, continuing the trend of the less vibrant green-ish reptiles having lower fertility.', 'this reptile scored very well in fertility, matching the trend of the vibrant, red-ish reptiles being more fertile', 'this reptile has a fairly good fertility score, and appears more ""shiny"" than its fellow vibrant reptiles', 'this reptile scored fairly, faring better than the other less vibrant reptiles.']",[],"[7.0, 1.0, 1.0, 6.0, 9.0, 5.0, 6.0, 3.0, 9.0, 3.0, 9.0, 5.0, 1.0, 8.0, 7.0, 5.0]",853.2623,"['Y_F', 'G_C', 'Y_C', 'G_F']","[6.0, 4.0, 9.0, 3.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C']","['Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G']","['high', 'low', 'high', 'low']",156,"['Y_C', 'G_F', 'G_C', 'Y_F', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_C', 'G_F', 'Y_F', 'G_C', 'G_F', 'Y_C', 'Y_F', 'G_C']",1,color,feet,C,G,Y,F,No,,,Yes, Red,6.0
111,"['The reptile had offspring that reached maturity.\xa0', 'This reptile did not have many offspring that reached maturity.\xa0', 'This reptile had many offspring reach maturity during its breeding season.\xa0', 'This reptile did not have many offspring reach maturity.\xa0', 'This reptile had about half of its offspring reach maturity.\xa0', 'This reptile had most of its offspring reach maturity.\xa0', 'This reptile had almost all of its offspring reach maturity.\xa0', 'This reptile had few offspring reach maturity.\xa0', 'This reptile had almost all of its offspring reach maturity.\xa0', 'This reptile had more than half of its offspring reach maturity.\xa0', 'This reptile had almost none of his offspring reach maturity.\xa0', 'The reptile had more than half of its offspring reach maturity. \xa0', 'This reptile had almost none of its offspring reach maturity.', 'This reptile had most of its offspring reach maturity. \xa0', 'This reptile had almost all of its offspring reach maturity', 'This reptile had almost none of its offspring reach maturity.']",['No additional comments.\xa0'],"[8.0, 1.0, 9.0, 1.0, 5.0, 7.0, 9.0, 2.0, 8.0, 7.0, 1.0, 6.0, 1.0, 7.0, 9.0, 1.0]",760.18,"['G_C', 'Y_C', 'Y_F', 'G_F']","[5.0, 7.0, 6.0, 8.0]","['high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y']","['low', 'low', 'high', 'high']",111,"['G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_C']",1,feet,color,F,G,Y,C,No,,,No,,
149,"['orange', 'green', 'unsure', 'type of toes', 'toes', 'the toes', 'sharp toes', 'dull toes', 'sharp toes', 'dull toes', 'dull toes', 'sharp toes', 'sharp toes', 'dull toes', 'dull toes', 'sharp']",['This was enjoyable.'],"[6.0, 7.0, 5.0, 10.0, 7.0, 2.0, 10.0, 3.0, 9.0, 1.0, 3.0, 6.0, 10.0, 3.0, 1.0, 8.0]",183.8642,"['Y_C', 'G_C', 'Y_F', 'G_F']","[10.0, 7.0, 3.0, 1.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C']","['Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'G', 'Y', 'Y']","['high', 'high', 'low', 'low']",149,"['Y_F', 'G_C', 'G_F', 'Y_C', 'G_C', 'G_F', 'Y_C', 'Y_F', 'Y_C', 'G_F', 'Y_F', 'G_C', 'G_C', 'G_F', 'Y_F', 'Y_C']",1,feet,color,C,G,Y,F,Yes,Curly/Pointy,7.0,No,,
083,"['This reptile received a score of 9 because 9 is the amount off offspring that survived to maturity. Judging form the picture, this reptile appears to be healthy, normal specimen.\xa0', ""The only difference between this and the previous example are the claws. This lizard has smaller claws, so I'll conclude that larger claws correlate to higher fertility.\xa0"", 'This reptile has the same claw is the very first one. Because it also received a score of 9, I can surmise the skin color has no effect on fertility.', 'The smaller claws explain a lower score, but not a low of 1. I will conclude that the combination of red skin and small claws results in very low fertility.', 'I do not know why this reptile received a higher fertility score. I can only assume that this reptile fared better than the last, or perhaps the reptile from the previous slide is a low-scoring outlier.', 'A score of 7 matches my previous conclusions. T reptile that received a 1 was indeed an outlier and a 5 is a more accurate fertility score. That assumption combined with the assumption that larger claws correlate to higher scores explain why this reptile received a fertility score of 7.', 'This score is lower than I would expect for this reptile. If this specific data is an accurate representation of this exact lizard types (i.e. green skin, large claws) fertility score then my previous assumptions about claw size was erroneous.', 'If my assumption about claws was correct, than a score of 7 (down from 9) is perfectly reasonable.\xa0', 'The lighting on the leaves indicate the sunlight is waning; Perhaps fertility scores are higher in the mornings than they are in the evenings.\xa0', 'Again, it appears to be later in the day. From that, I can infer the fertility rates are higher in the early hours of the day.\xa0', 'This makes sense to me. This reptile has green skin, large claws, and it appears to be early morning. The fertility score of this reptile corroborates my theories.\xa0', 'This also confirms my theories. This reptile has red skin, small claws, and it is later in the day. A low fertility score is expected.\xa0', 'Green skin, large claws but it is mid day which explains the slightly lower score.', 'Again, this makes sense. Red skin, small claws, and late in the day.\xa0', 'Surprisingly on the high side, but still in line given my previous assumptions.\xa0', ""small claws and late in day. Slightly lower score than I would've expected, but not unreasonably low.\xa0""]",['Did time of day have any influence on fertility?'],"[9.0, 6.0, 9.0, 1.0, 5.0, 7.0, 6.0, 7.0, 5.0, 2.0, 10.0, 1.0, 7.0, 1.0, 7.0, 2.0]",1782.933,"['Y_C', 'Y_F', 'G_F', 'G_C']","[1.0, 4.0, 10.0, 4.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C']","['G', 'G', 'Y', 'Y', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G']","['low', 'high', 'high', 'low']",83,"['G_F', 'G_C', 'Y_F', 'Y_C', 'Y_C', 'Y_F', 'G_F', 'G_C', 'Y_F', 'G_C', 'G_F', 'Y_C', 'G_F', 'Y_C', 'Y_F', 'G_C']",1,feet,color,F,Y,G,C,Yes, Round,6.0,Yes,Green,5.0
142,"[""Well, he's green so he blends in with his environment to hide from predators. He looks unison in shape and he has the ability to balance on a branch, meaning he can likely run and survive from predators. He does not look like much of a predator himself, however."", ""Ah, it's because of his toes. His toes are different from the reptile with the higher fertility score. Maybe sharp toes makes it harder to grab things?"", ""This one is obvious, he's red. He sticks out like a sore thumb, predators will have a field day with him."", 'Same reason as the last red guy, he sticks out like a sore thumb and can easily be spotted for consumption by a larger predator.', 'I guess the round toes actually decrease his fertility at the same time as being red? Maybe cause with the sharp toes he could at least fight back to a predator now with the red skin and round toes he stands no chance against a predator.', ""He's green so he blends in with his environment. He's got the sharp toes though which I'm still not sure helps him or hurts him. I think the sharp toes help him because he can slice a predator if he gets caught."", 'Red skin and pointy toes. So he attracts a predator and then fights him with his pointy toes I guess.', ""This is the ideal reptile for his environment. He's green like the leaves, has toes used for climbing trees and running away from predators."", ""Because he's red and he has sharp toes. Not only can he not climb trees very well but he sticks out to predators."", 'He can climb trees better than the last pointy-toed fella but he still sticks out because of his red skin.', 'This one has me confused. I know his green skin is good for fertility but the pointy toes not being rounded confuses me as to why the fertility is so high for him.', ""He got a 9 because he's green to blend in with his environment and he has the round toes to climb trees to escape predators."", ""I'm not sure why this guy got a 7 and the identical guy before him got a 9? Maybe this guys skin is a little lighter green than the last guy? Anyways his green color and round grabby toes got him a 7."", 'Yeah this guy is red so he sticks out to predators to be an easy snack.', ""This guy sticks out to predators because of his skin and he also can't easily climb trees because his toes are pointy not rounded. So he would have to stay and fight the predator and most likely die."", ""Green skin let's him blend into his environment but the pointy toes seem like a disadvantage to me. He can't climb trees as easily as his rounded-toe counterpart.""]",['It was hard to tell a difference between the pointed toes and curly toes.'],"[8.0, 6.0, 2.0, 2.0, 1.0, 6.0, 3.0, 10.0, 4.0, 5.0, 9.0, 9.0, 7.0, 3.0, 2.0, 7.0]",909.519,"['Y_F', 'G_F', 'Y_C', 'G_C']","[4.0, 9.0, 2.0, 7.0]","['high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C']","['G', 'G', 'Y', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G']","['low', 'high', 'low', 'high']",142,"['G_F', 'G_C', 'Y_F', 'Y_C', 'Y_F', 'G_C', 'Y_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'G_F', 'Y_F', 'Y_C', 'G_C']",1,color,feet,F,Y,G,C,Yes, Round,5.0,Yes,Green,7.0
134,"[""I think it's because it a reptile that spend most of its time on a tree branch but leaves its eggs on the ground, and among it eggs, only 4 arrived in maturity"", ""I think it's because that one has claws to protect itself and its eggs"", 'I think it the species that is not very fertile (the species is known by its color)', 'I think this one has venom to repulse predator', 'This is the one that the species are not very fertile', ""this one must be venemous, it doesn't have claws to protect itself and its eggs but does have a medium fertility score"", 'The claws and it must probably be very venemous', 'It must be on a different breed period, this breed period was favorable', 'its claws and venom', 'the species or an unfavorable breed season', 'the species', 'it must be venemous', 'the species that is not very fertile', 'probably a bad breed season', 'the claws and venemous species', 'it must be very venemous']",[],"[4.0, 7.0, 3.0, 7.0, 1.0, 5.0, 8.0, 9.0, 6.0, 2.0, 2.0, 6.0, 3.0, 1.0, 6.0, 9.0]",1330.6696,"['Y_F', 'G_C', 'Y_C', 'G_F']","[3.0, 6.0, 2.0, 9.0]","['low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'Y', 'G', 'G']","['low', 'high', 'low', 'high']",134,"['Y_F', 'G_C', 'Y_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'G_C', 'Y_C', 'Y_F', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F']",1,color,feet,F,Y,G,C,No,,,Yes,Green,5.0
073,"['Orange color yields low fertility\xa0', 'Pointed \xa0toes yield high fertility\xa0\r\n', 'Round toes yield low fertility\xa0', 'Orange is low fertility regardless of toes', 'Green with pointy toes is high fertility\xa0', 'Orange less fertile than green', 'Green more fertile than orange\r\n', 'Possible link to short tail?', 'Orange with pointed toes has lower fertility than green', 'Unclear', 'Green with painted toes is high fertility\xa0', 'Orange tends to have lower fertility\xa0', 'Orange tends to have lower fertility\xa0', 'Orange with pointed toes\xa0', 'Unclear', 'Green tends to be higher']",['Interesting experiment\xa0'],"[4.0, 9.0, 5.0, 4.0, 9.0, 6.0, 8.0, 9.0, 5.0, 4.0, 7.0, 3.0, 4.0, 8.0, 5.0, 7.0]",577.658,"['G_F', 'Y_F', 'Y_C', 'G_C']","[7.0, 4.0, 6.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'G']","['low', 'low', 'high', 'high']",73,"['Y_F', 'G_C', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_C', 'Y_C', 'G_F', 'G_C', 'Y_F', 'Y_F', 'Y_C', 'G_C', 'G_F']",1,feet,color,C,Y,G,F,Yes,Curly/Pointy,5.0,Yes,Green,6.0
001,"['The reptile has a bright green color.', 'The reptile has a spotted back.', 'The reptile is spotted with a red color.', 'The reptile is spotted but with a darker red color.', 'Reptile is spotted with a darker red color. Could mean the mating season was bad for this one.', 'This reptile is spotted with green. It seems that green is ranked in a lower category usually.', 'This reptile is spotted, red, and has pointy claws. It may make it more adaptable.', 'This reptile is green, spotted, and has claws. It could be the claws.', 'This reptile is green, spotted, and has claws. It seems I was wrong about green being less desirable.\xa0', 'This reptile has spots, a red coloring, and claws.\xa0', 'This reptile is green, with spots, and no claws. I think that the claws are most desirable.', 'The reptile is red, with spots, and no claws. The no claws leads to a low fertility rate.', 'The reptile is red, spotted, and no claws. The no claws leads to this rating.', 'Green, spotted, and claws. I notced his tail is pointy, I am not sure if this has been the case for the others.', 'This reptile is red, spotted and has claws and a pointy tail. Claws are desirable.', 'The reptile is green, spotted, and has no claws.']",['It was fun to do! I did not realize the green has a different shading.'],"[2.0, 5.0, 7.0, 4.0, 1.0, 3.0, 9.0, 7.0, 10.0, 7.0, 4.0, 1.0, 4.0, 5.0, 8.0, 1.0]",496.2366,"['Y_F', 'G_F', 'G_C', 'Y_C']","[2.0, 3.0, 6.0, 9.0]","['low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['G', 'G', 'Y', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G']","['low', 'low', 'high', 'high']",1,"['G_F', 'G_C', 'Y_C', 'Y_F', 'Y_F', 'G_F', 'Y_C', 'G_C', 'G_C', 'Y_C', 'G_F', 'Y_F', 'Y_F', 'G_C', 'Y_C', 'G_F']",1,feet,color,C,G,Y,F,Yes,Curly/Pointy,6.0,Yes, Red,3.0
174,"['I think it may have received a 7 because it is green and smiling.', 'I think it may have received a low fertility score because it is red.', 'I think it received a higher score because it is green.', 'I think because it is red and kind of spotted, it received a medium level.\xa0', 'I think overall red ones received low fertility ratings.', 'The green ones overall receive a higher fertility score.\xa0', 'It is green so it received a higher score than the red ones.', 'This one may be an outlier because I believe the red ones usually have lower fertility.\xa0', 'Green ones in general have higher fertility scores.\xa0', 'He is green so he has a higher fertility score.\xa0', 'He is red so he has a lower fertility score. It may also have something to do with his markings.', 'This one is red and I believe red ones have lower fertility.\xa0', 'This may be an outlier as the green ones tend to have higher fertility scores.', 'The red reptiles tend to have lower fertility scores.', 'The green reptiles tend to have higher fertility scores.', 'The red reptiles tend to have lower fertility scores.']",['Thank you for allowing me to participate. This was a very interesting study! Now I wish I could go back and look at their feet to see if I missed something!'],"[7.0, 2.0, 7.0, 5.0, 1.0, 9.0, 6.0, 7.0, 7.0, 8.0, 3.0, 2.0, 4.0, 5.0, 10.0, 1.0]",451.523,"['Y_F', 'G_F', 'G_C', 'Y_C']","[2.0, 8.0, 9.0, 3.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C']","['G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y']","['low', 'high', 'high', 'low']",174,"['G_F', 'Y_F', 'G_C', 'Y_C', 'Y_F', 'G_F', 'G_C', 'Y_C', 'G_F', 'G_C', 'Y_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_C']",1,color,feet,F,Y,G,C,No,,,Yes,Green,6.0
047,"['It has a short tail', 'It is green', 'It is bright', 'It has spots', 'It is green', 'It is bright', 'It is green', 'It has a short tail', 'It is not in season', 'It can produce more eggs', 'It has big feet', 'It has pointed toes', 'It has pointed toes', 'It has round feet', 'It has round feet and is green', 'It has pointed feet and is red']",[],"[2.0, 10.0, 10.0, 5.0, 8.0, 9.0, 9.0, 3.0, 2.0, 5.0, 7.0, 4.0, 1.0, 7.0, 8.0, 4.0]",326.385,"['Y_F', 'G_C', 'G_F', 'Y_C']","[6.0, 7.0, 8.0, 3.0]","['low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C']","['Y', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y']","['high', 'low', 'high', 'low']",47,"['Y_C', 'G_F', 'Y_F', 'G_C', 'G_C', 'Y_F', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_C']",1,feet,color,F,Y,G,C,Yes, Round,5.0,Yes,Green,4.0
