participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response
040,"['Because its stripes are angled up and to the right.', 'Because its stripes are angled up and to the left.', 'Because its stripes are angled up and to the left', 'Because it has webbed feet.', 'Because it has webbed feet', 'Because it has curly feet and striped that are angled up and to the right.', 'Because it has curly feet and stripes that are angled up and to the left.', 'Because it has stripes that are angled up and to the left and is web-footed.']","[""I felt that there weren't really enough trials to form a strong hypothesis on which traits were predictors of fertility.""]","[7.0, 2.0, 3.0, 4.0, 9.0, 6.0, 3.0, 1.0]",217.1409,"['E_F', 'W_F', 'E_C', 'W_C']","[8.0, 2.0, 5.0, 6.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'low', 'high', 'low']",40,"['E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F']",1,5.0,7.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,4.0,Yes, Up/Right,5.0
016,"['It is due to having webbed feet and lines that go up and to the left.', 'It is due to having webbed feet and lines move up and to the right.', 'It is due to the feet and lines going up and to the right.', 'It is due to its feet and lines going up and to the right.', 'It is due to its feet and lines going up and to the right.', 'It is due to webbed feet and lines going up and to the left.', 'It is due to lines going up and to the left and their feet being the way that they are.', 'It is due to webbed feet and lines going up and to the right.']",['I think that I discovered that webbed feet and lines going up and to the right resulted in greater fertility.'],"[8.0, 9.0, 3.0, 9.0, 10.0, 7.0, 5.0, 10.0]",382.2254,"['W_F', 'W_C', 'E_F', 'E_C']","[9.0, 5.0, 9.0, 9.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",16,"['W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,7.0,6.0,stripes,feet,F,W,E,C,Yes,Webbed,6.0,Yes, Up/Right,7.0
027,"['One of its eyes is bulging\xa0', 'Eye still bulging but more equal to the normal eye', 'Stronger genes out of the others', 'Even better genetics than the others', ""It's mating season and they will take anything\xa0"", 'Has a nice car and a good job.\xa0', 'It has been introduced to a new climate', 'Has become accustomed to new environment\xa0']",['I was under the impression that I would have facts to base my answers on. I did not return this study because you let me know it was really a psychological study based on my own thoughts.\xa0 Thank you and good luck!'],"[3.0, 4.0, 6.0, 8.0, 9.0, 10.0, 4.0, 5.0]",662.8493,"['W_C', 'E_C', 'W_F', 'E_F']","[3.0, 8.0, 7.0, 3.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",27,"['W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C']",1,7.0,7.0,feet,stripes,F,W,E,C,Yes, Curved/Pointy,5.0,No,,
001,"['Feet are webbed\xa0', 'Feet are more curly\xa0', 'Feet are not webbed\xa0', 'Toes are more spread apart\xa0', 'Toes are more together\xa0', 'Toes not webbed\xa0', 'Feet slightly more spread apart\xa0', 'More curly\xa0']",[],"[9.0, 4.0, 2.0, 8.0, 2.0, 5.0, 6.0, 9.0]",286.757,"['W_C', 'W_F', 'E_C', 'E_F']","[6.0, 9.0, 5.0, 10.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E']","['high', 'low', 'high', 'low']",1,"['E_F', 'E_C', 'W_F', 'W_C', 'W_F', 'W_C', 'E_F', 'E_C']",1,6.0,6.0,feet,stripes,C,W,E,F,Yes,Webbed,5.0,No,,
018,"['The reptile has webbed feet, which makes it above average in fertility.', 'The stripes on the reptile are darker, making it less fertile than the reptile before', ""The feet on this reptile aren't as webbed, so the less webbed they are, the less fertile they are."", 'This reptile has feet that are barely webbed, which makes it les fertile than the reptile with more webbed feet.', 'The reptile has webbed feet that are extremely noticeable, making it extremely fertile.', 'The reptile has stripes that are darker and is leaning lower, making it not as fertile.', 'The reptile has lighter stripes, making it more fertile', 'The reptile has feet that are barely webbed, making it not fertile compared to reptiles with webbed feet.']",[],"[6.0, 5.0, 4.0, 3.0, 9.0, 2.0, 7.0, 2.0]",293.8995,"['W_F', 'W_C', 'E_C', 'E_F']","[9.0, 6.0, 5.0, 4.0]","['high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",18,"['W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C']",1,7.0,7.0,stripes,feet,F,E,W,C,Yes,Webbed,5.0,Yes,Up/Left,3.0
028,"['webbed', 'eating good food', 'drinking bad water from jungle', 'generation', 'combination of environment pollution and the food availability\xa0', 'the jungle is well protected against pollution', 'again it must be the pollution caused by human', 'pollution and lack of water, lack of food']",['I would like the instructions to be cleared because I must have explained wrong reasons'],"[6.0, 10.0, 7.0, 5.0, 4.0, 10.0, 5.0, 3.0]",380.989,"['W_C', 'W_F', 'E_C', 'E_F']","[6.0, 10.0, 3.0, 8.0]","['low', 'high', 'high', 'low', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['low', 'low', 'high', 'high']",28,"['W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F']",1,1.0,1.0,stripes,feet,C,W,E,F,Yes,Webbed,6.0,No,,
023,"['This reptile had an average fertility score of 5.\xa0', 'This time the fertility score went down.', 'This animal had a low fertility score, maybe due to the stripes.', 'This reptile had a higher fertility score, due to left stripes.', 'This one had a very high score, due to left stripes', 'This one had a low score, even with left stripes.', 'This reptile had a high score.\xa0 Direction of stripes does not have any correlation to their score.', 'This one had a high score with right stripes']",[],"[5.0, 4.0, 1.0, 6.0, 10.0, 3.0, 9.0, 10.0]",247.1508,"['W_C', 'E_F', 'E_C', 'W_F']","[9.0, 7.0, 8.0, 5.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E']","['low', 'high', 'low', 'high']",23,"['E_F', 'W_C', 'E_C', 'W_F', 'W_F', 'W_C', 'E_F', 'E_C']",1,6.0,6.0,feet,stripes,F,W,E,C,Yes, Curved/Pointy,5.0,No,,
005,"['No data to work with yet', 'This seems the same as the last one, so presumably the current striping and feet are quite variable.', 'This has the same feet but different striping, with much worse fertility, so perhaps the different striping is bad.', 'Hmm, no differences but an opposite score. Confusing.', ""I think I have been misviewing the feet the whole time, so I'm a bit at a loss. Maybe this stripe pattern is still worse, though."", 'This how the lower stripes and I think webbed feet. Time to start paying attention to this.', 'This has the higher stripes and the more claw-like feet. Maybe those feet are better.', 'Lower stripes and claw-like, maybe the claw-like help.']",['It took me a while to tell the differences between the feet shapes. At first I thought it was a long run of all the same feet.'],"[4.0, 10.0, 1.0, 10.0, 3.0, 2.0, 6.0, 6.0]",366.6428,"['W_C', 'W_F', 'E_F', 'E_C']","[6.0, 1.0, 6.0, 10.0]","['low', 'high', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",5,"['W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C']",1,4.0,2.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,3.0,Yes,Up/Left,4.0
021,"['Not enough information yet', 'stripes goes to the right?', 'stripes go to the left', 'curly feet', 'curly feet overcoming stripes going to the right', 'webbed feet overcoming stripes to the left', 'combo of stripes to the right and curly feet', 'not sure']","[""seemed like based on the earlier examples that curly feetand stripe to the left would make the reptile very fertilebut that wasn't the case""]","[7.0, 1.0, 10.0, 9.0, 6.0, 5.0, 5.0, 4.0]",269.9428,"['W_C', 'E_C', 'E_F', 'W_F']","[6.0, 10.0, 6.0, 6.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['high', 'high', 'low', 'low']",21,"['W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'W_F', 'E_F', 'W_C']",1,5.0,5.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,6.0,Yes,Up/Left,4.0
031,"['The reptile has stripes that are to the left and downward. Its toes are webbed.', 'Its toes are curled and it has downward stripes.', 'It’s in a different season, possibly.', 'The stripes are upward and its toes are webbed.', 'It might be a different season for this reptile.', 'It is closer to mating season.', 'It is not mating season. It’s stripes are downward and it has curled.', 'It might not be mating season\xa0']",[],"[8.0, 4.0, 3.0, 7.0, 6.0, 8.0, 5.0, 2.0]",409.47,"['E_F', 'W_C', 'E_C', 'W_F']","[8.0, 9.0, 4.0, 4.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",31,"['W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C']",0,5.0,6.0,feet,stripes,F,W,E,C,Yes,Webbed,4.0,Yes, Up/Right,3.0
004,"[' This reptile has webbed feet and stripes angled up and to the right, resulting in a fertility score of 5', 'the stripe orientation is identical, so having curly feet\xa0is associated with higher fertility compared to having webbed feet', 'stripes angled up and to the right are associated with higher fertility than those angled to the left.', 'Curly feet + Stripes to the left\xa0', 'has both of the traits that i identified as beneficial: curly feet and stripes angled to the right.', 'webbed feet and stripes angled up and to the right', 'webbed feet and stripes angled up and to the left.', ' webbed feet and stripes angled up and to the left.']",[],"[5.0, 9.0, 3.0, 5.0, 7.0, 4.0, 3.0, 3.0]",1055.738,"['W_F', 'W_C', 'E_F', 'E_C']","[3.0, 5.0, 5.0, 9.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'low', 'high', 'high']",4,"['W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_F', 'W_C']",1,6.0,6.0,stripes,feet,F,W,E,C,Yes, Curved/Pointy,5.0,Yes, Up/Right,5.0
024,"['The reptile looks to be infront of green grass or tree leaves/shrubs something of the sort, it is also green which i think would help it survive agaisnt predatoralso suggest its spring or summer which could lead to better fertility rates depending on the species', 'this one does not have webbed feet but the same other features, i think climbing could be a big part, they might be aboreal so without the webbed feet it might have a harder time in its enviroment', 'this one also has the same green stripes, same greenery in the back, but it doesnt have webbed feet so maybe this is more about blending in with its surroundings and not being as easily hunted', 'likely due to the same color and stripes, i dont think the webbed feet make as much of a difference', 'possibly the last nonwebbed feet had a good chance whenever it was, but i think there could possibly be a trend that webbed feet generally survive better and have more offspring', 'non webbed feet likely', 'webbed feet giving it somethign better and the color?', 'i have no clue, i cant seem to find a pattern yet']","[""there was one slide that went by supper fast that i didnt' get a chance to fully read if i even needed to do anything on that page""]","[10.0, 3.0, 9.0, 5.0, 4.0, 1.0, 5.0, 6.0]",380.2816,"['E_F', 'W_C', 'W_F', 'E_C']","[10.0, 4.0, 5.0, 7.0]","['high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'low', 'high']",24,"['E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C']",0,4.0,2.0,stripes,feet,F,W,E,C,Yes,Webbed,1.0,Yes,Up/Left,5.0
008,"['Young', 'Mature age', 'Baby feet, too young', 'Webbed feet mean more fertile', 'Not sure, this one has webbed feet so many webbed feet do not equate to better fertility', 'This one looks bigger, more mature', 'This one is more mature, has stripes, and webbed feet', 'This one is clearly too young, does not have webbed feet']",[],"[3.0, 10.0, 1.0, 9.0, 3.0, 8.0, 8.0, 1.0]",179.6,"['E_C', 'E_F', 'W_F', 'W_C']","[1.0, 10.0, 2.0, 8.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['high', 'high', 'low', 'low']",8,"['W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C']",1,7.0,3.0,stripes,feet,F,W,E,C,No,,,No,,
026,"[""It looks like it's cause of the pattern or webbed feet. It's undefinite though."", ""I think it's cause the up left pattern and unwebbed feet had a factor."", 'Since the pattern is different from the last time, I think the unwebbed feet is the factor.', 'The only factor that feels like it caused it to be better is the up and left pattern.', 'The factor that feels like it messed with the fertility is the pattern.', 'The pattern and the unwebbed feet are helping the reptile be more likely to reproduce.', 'I think the up left pattern is causing the rise in fertility.', 'The pattern is up right which is consistently the cause of low fertility, and the feet are webbed which also have shown lower levels of fertility.']",[],"[3.0, 6.0, 6.0, 9.0, 3.0, 7.0, 6.0, 2.0]",325.5263,"['E_F', 'W_F', 'W_C', 'E_C']","[2.0, 4.0, 9.0, 5.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",26,"['E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F']",1,7.0,5.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,5.0,Yes,Up/Left,5.0
004,"[""It's fertility is 5 because it has diagonal stripes and web feet."", ""This reptile's diagonal stripes are darker coupled with webbed feet mean it has a higher fertility."", 'Due to curled feet and moderate upper left to lower right diagonal stripes, this reptile has lower fertility', 'Despite having upper right to lower left diagonal stripes, this reptile only has medium fertility due mainly to having curled feet', 'The upper right to lower left diagonal stripes strongly influence higher fertility, but the curved feet have lowered it slightly.', 'Diagonal stripes and webbed feet are not necessarily cause for fertility increase or decrease since there is not consistent correlation\xa0', 'It is possible that the upper left to lower right stripes with web feet have a correlation to lower fertility', 'It is likely that there is a relation between upper left to lower right stripes, regardless of foot type, correlates to lower fertility']",[],"[5.0, 9.0, 3.0, 5.0, 7.0, 4.0, 3.0, 3.0]",1515.282,"['W_F', 'W_C', 'E_F', 'E_C']","[4.0, 3.0, 7.0, 7.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'low', 'high', 'high']",4,"['W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_F', 'W_C']",1,4.0,5.0,stripes,feet,F,W,E,C,No,,,Yes, Up/Right,5.0
007,"['its webbed fit the direction of the stripes.', 'its webbed feet seems the underlying feature maybe the tighness of the stripes', 'not having webbed feet seems to me the most obvious comared to others.', 'Not having webbed feet seems to be the reason', 'not having webbed feet may be the cause for lower, and the direction of the stripes may have something to do with raising it.', 'not having webbed feet, and a different direction the stripes could be the reason', 'in this instance i think the direction of the stipes may have something to do with it.', 'definitly the webbed feet and the correct direction of the stipes']",['everything made sense.'],"[9.0, 9.0, 1.0, 2.0, 7.0, 6.0, 6.0, 9.0]",317.8988,"['E_C', 'W_F', 'W_C', 'E_F']","[5.0, 9.0, 7.0, 6.0]","['high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['low', 'high', 'low', 'high']",7,"['W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F']",1,6.0,6.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes,Up/Left,3.0
036,"['This reptile may have had low fertility because its physical features were not favorable for reproduction, resulting in only 1 surviving offspring', 'Thia reptile had moderate fertility this season. Its features may have helped it produce some surviving offspring, but other seasonal factors may have limited its success', 'This reptile had very low fertility this season, producing only 1 surviving offspring. It traits may not have been favarable for reproduction, or seasonal conditions may have reduced its success', 'The reptile was very fertilethis season. Its features may have been highly favorable for reproduction, allowing many offspring to survive to maturity', 'This reptile had relatively high fertility. Its traits may have helped it reproduce successfully, leading to several offspring surviving to maturity', 'This reptile had below-average fertility. Its traits may have provided some reproductive advantage, but not enough to produce many surviving offspring', 'This reptile showed moderate fertility. While some of its traits may have supported reproduction, other factors likely limited the number of offspring that survived', 'This reptile had high fertility. Its traits may have been beneficial for reproduction, allowing many offspring to survive to maturity during this breeding season']","['I looked for patterns between the reptiles visual features and their fertilityscore. Because the fertility score varied a lot, it was difficult to determine whether any specific feature consistently affected fertility. The instruction were clear overall']","[1.0, 6.0, 1.0, 10.0, 7.0, 4.0, 4.0, 8.0]",1100.7001,"['W_F', 'E_F', 'W_C', 'E_C']","[6.0, 6.0, 6.0, 6.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",36,"['W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'W_C', 'W_F', 'E_C']",0,5.0,5.0,stripes,feet,F,W,E,C,No,,,No,,
033,"['5 seems like an average fertility rating (since the scale is 1-10). This reptile has strips going up and to the right and webbed feet, perhaps these are indications of average fertility.\xa0', 'This is on the lower end of fertility and this might perhaps be due to the reptile having strips that go up and to the left.\xa0', ""While this reptile has stripes that go up and to the light (which previously indicated it might have lower fertility), this one also has curled feet which is perhaps leading to it's average fertility rate.\xa0"", 'The combination of strips that go up and to the right with curled feet both seem to indicate high fertility when combined.\xa0', 'Again this reptile has a lower fertility rate and it seems that those with stripes to the left and webbed feet tend to have lower fertility.', 'This reptile has a slightly higher than average fertility rate and it seems that the curled feet perhaps contributed to this.\xa0', 'The stripes going up and towards the right seems to contribute to the higher fertility rate.\xa0', ""The combination of curled feet and stripes going up and to the right contribute to this reptile's higher fertility rate.\xa0""]",['I simply tried to look for patterns in which reptiles had the higher rates of fertility and how it correlated to their defining traits of stripes and feet. On average those with stripes going up and to the right and with curly feet had higher rates of fertility leading me to believe those might two factors that increase fertility.\xa0'],"[5.0, 3.0, 5.0, 9.0, 3.0, 6.0, 7.0, 8.0]",502.3311,"['W_F', 'E_F', 'W_C', 'E_C']","[3.0, 6.0, 5.0, 9.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['low', 'low', 'high', 'high']",33,"['E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C']",1,6.0,5.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,3.0,Yes, Up/Right,3.0
009,"['He has vertical stripes and 3-toed feet.', 'The horizontal stripes', 'His toes were not curled enough', 'Vertical stripes and uncurled toes', 'Vertical stripes in combination with curled toes', 'Combination of horizontal stripes and uncurled tores', 'The curled toes make the difference', 'Poor combination of uncurled toes and vertical stripes']",['Just followed the pattern'],"[6.0, 8.0, 5.0, 4.0, 7.0, 3.0, 7.0, 4.0]",356.717,"['W_F', 'W_C', 'E_C', 'E_F']","[4.0, 8.0, 6.0, 5.0]","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",9,"['E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F']",1,6.0,6.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,6.0,Yes, Up/Right,5.0
