participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,stimuli_clicks,reference_clicks,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response
035,"['Unknown at this point.', ""I don't know why no info why is provided."", ""Maybe the stripes on the reptile's back affect fertility."", 'This type of reptile has short toes and stripes that angle to the right top to bottom.', 'This reptile has the same features as the last reptile that scored a 10 in fertility. But this season is only a 9 due to natural variation.', 'Hmm, I suppose the longer toes this season reduced fertility somehow?', 'Now the features that originally gave the reptile 10 fertility only give a 5 score. Perhaps the environment changed.', 'Now the environment favors the features of this reptile.']","[""I noticed the leaf next to the reptile varied in size between small and large but was unclear if this affected fertility as it was not part of the reptile's body. Of course environmental factors will influence fertility as well. And these factors can change and quickly favor individuals with totally different characteristics between seasons.""]","[5.0, 6.0, 5.0, 10.0, 9.0, 3.0, 5.0, 9.0]",490.188,"['W_C', 'W_F', 'E_F', 'E_C']","[2.0, 5.0, 9.0, 5.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'W', 'E', 'E']","['low', 'high', 'high', 'low']",35,"['W_C', 'E_F', 'E_C', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F']",1,4.0,7.0,22.0,"[13.0, 11.0, 1.0, 3.0, 5.0, 1.0, 2.0, 1.0]",feet,stripes,F,E,W,C,Yes,Webbed,4.0,Yes, Up/Right,4.0
029,"['This is because it has more reproduction features.\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0', ""This is because of it's appearance."", 'It seems to be less fertile.', 'This is because the fertility depends on the weather around the animal.', 'This is because it produced 4 offsprings.', 'This is because the number of offsprings does not match.', 'This is because it has high fertility.', 'The weather determined it.']",[],"[9.0, 9.0, 5.0, 5.0, 4.0, 1.0, 8.0, 8.0]",528.9447,"['E_C', 'W_F', 'W_C', 'E_F']","[7.0, 4.0, 4.0, 9.0]","['high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['high', 'low', 'high', 'low']",29,"['W_C', 'E_C', 'E_F', 'W_F', 'W_F', 'E_F', 'W_C', 'E_C']",1,5.0,6.0,4.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]",feet,stripes,C,E,W,F,No,,,Yes,Up/Left,5.0
010,"['This is an average reptile with average fertility', 'This reptile is average size with vertical stripes', 'This reptile is average size with vertical stripes', 'This reptile is average size with vertical strips to the left', 'This reptile has vertical stripes leaning left', 'This reptile has vertical stripes left leaning', 'This reptile has right leaning vertical stripes', 'This reptile has right leaning vertical stripes']",[],"[5.0, 5.0, 5.0, 6.0, 7.0, 6.0, 2.0, 2.0]",729.2589,"['E_C', 'W_C', 'E_F', 'W_F']","[3.0, 7.0, 2.0, 6.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'W', 'E', 'E']","['low', 'high', 'low', 'high']",10,"['W_C', 'E_F', 'E_C', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F']",1,6.0,5.0,5.0,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",stripes,feet,F,E,W,C,No,,,Yes,Up/Left,5.0
027,"['Defined vertical stripes, with an orientation to the right. Webbing between the fingers', 'Webbing in the fingers. Defined stripes with a leftward orientation\xa0', 'Non-webbed toes', 'Non-webbed toes', 'non-webbed toes', 'webbed toesstripes in a tighter pattern', 'webbed toesstripes in a wider pattern to the left', 'non-webbed toesstripes in a tighter pattern']","[""I looked at the example image to see if there were any other differng details of the nose holes, eye size, or background and didn't notice any others.\xa0""]","[10.0, 7.0, 3.0, 2.0, 2.0, 4.0, 5.0, 8.0]",673.8998,"['E_C', 'E_F', 'W_F', 'W_C']","[2.0, 6.0, 10.0, 4.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",27,"['E_F', 'W_F', 'E_C', 'W_C', 'W_C', 'E_F', 'W_F', 'E_C']",1,5.0,5.0,4.0,"[2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]",feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes, Up/Right,5.0
021,"['Because they have four infants', 'Because their breeding process was slow', 'Because their breeding process was a little faster', 'Their breeding process was slow', 'Their breeding process was very fast', 'Their breeding process was fast', 'Their breeding process was fast', 'Their breeding process was average']",['No'],"[10.0, 2.0, 8.0, 3.0, 10.0, 8.0, 7.0, 5.0]",494.7855,"['E_F', 'E_C', 'W_C', 'W_F']","[10.0, 2.0, 8.0, 5.0]","['high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['low', 'high', 'high', 'low']",21,"['W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F']",1,1.0,2.0,6.0,"[5.0, 1.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0]",feet,stripes,C,E,W,F,No,,,No,,
015,"[""I believe that it's rounded limbs make it seem defenseless and is probably more approchable. The line pattern may seem more attractive as well"", 'This reptile has pointy limbs and could be a little defensive compared to the other reptiles', 'This reptile has round limbs as well and is probably more approchable as well', 'This one had pointy limbs and is probably more defensive than the round limb reptiles', 'Because of its limbs/claws', 'This reptile has pointy limbs but it has a pattern that look more welcoming than the other reptiles', 'This reptile has rounded limbs but has a more subtle looking pattern.h', 'This reptile has an appealing pattern and rounded claws as well making it Approchable\xa0']",['No I did not notice any other difference between the reptiles'],"[8.0, 2.0, 7.0, 3.0, 1.0, 5.0, 6.0, 10.0]",757.3493,"['W_C', 'W_F', 'E_F', 'E_C']","[3.0, 5.0, 10.0, 4.0]","['high', 'low', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",15,"['E_F', 'E_C', 'W_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F']",1,7.0,7.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",feet,stripes,F,W,E,C,Yes,Webbed,7.0,Yes, Up/Right,5.0
034,"['It stripes run parallel with its body instead of perpendicular', 'It stripes run parallel with its body, not perpendicular', 'It stripes run perpendicular to its body, not parallel', 'It stripes run perpendicular to its body, not parallel', 'It’s stripes run parallel to its body, not perpendicular', 'It’s stripes run perpendicular to its body, not parallel', 'It stripes run perpendicular to its body, not parallel', 'It stripes run parallel, whether it’s body not perpendicular']",[],"[3.0, 3.0, 6.0, 10.0, 2.0, 7.0, 9.0, 3.0]",334.912,"['E_C', 'W_F', 'E_F', 'W_C']","[3.0, 8.0, 3.0, 8.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",34,"['E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F']",1,5.0,5.0,4.0,"[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",stripes,feet,F,E,W,C,Yes,Webbed,5.0,Yes,Up/Left,6.0
023,"['The reptile looks healthy and happy', 'the reptile looks satisfied, happy, and healthy', 'this score is questionable, as the reptile looks very healthy', 'this score is questionable, as the reptile looks very healthy and happy', 'the reptile looks extremely healthy and happy', 'the reptile looks well nourished, healthy, and happy', 'thr reptile looks healthy and happy', 'the reptile looks well nourished']",[],"[10.0, 8.0, 3.0, 2.0, 9.0, 9.0, 7.0, 5.0]",244.3555,"['E_C', 'W_C', 'E_F', 'W_F']","[7.0, 8.0, 9.0, 8.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",23,"['E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C']",0,4.0,5.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",feet,stripes,F,W,E,C,No,,,No,,
002,"['Because they have webbed feet and backslash stripped patterns.', 'Because they have webbed feet and forwardslash patterns.', 'They have clawed feet and backslash patterns.', 'They have clawed feet and forward slash patterns.', 'They have clawed feet and backslash patterns.', 'They have webbed feet and forwardslash patterns', 'They have clawed feet and forwardslash patterns', 'They have webbed feet and backslash pattern']","['No other differences were noted, but thanks for allowing me to participate. Good Luck in your research']","[3.0, 6.0, 4.0, 10.0, 2.0, 4.0, 9.0, 4.0]",297.8614,"['E_F', 'W_F', 'E_C', 'W_C']","[6.0, 8.0, 3.0, 9.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",2,"['E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,5.0,5.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",stripes,feet,C,E,W,F,Yes,Webbed,5.0,Yes,Up/Left,7.0
022,"['because it has alert eyes', 'because it has alert eyes', 'because his stripes aren’t horizontal', 'because he has big eyes and proper stripes', 'because he has big alert eyes and is darker', 'his markings are less defined', 'his stripes run an appealing way', 'is it shorter?']",['I thought eye size was a thing'],"[3.0, 4.0, 2.0, 6.0, 5.0, 1.0, 8.0, 5.0]",346.493,"['E_C', 'W_C', 'W_F', 'E_F']","[4.0, 7.0, 8.0, 3.0]","['low', 'high', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'E', 'E', 'W', 'W']","['low', 'high', 'high', 'low']",22,"['E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,7.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",stripes,feet,C,E,W,F,No,,,Yes,Up/Left,6.0
032,"['its stripe pattern makes it harder to find a mate to breed with', 'its pattern effects its ability to reproduce fertile reptiles', 'the temperature allowed this reptile to produce more offspring', 'this species was able to cross breed with a different species\xa0', 'this reptile couldnt find a suitable partner\xa0', 'this is the aceragw fertility score\xa0', 'this reptile was able to produce offspring in perfect conditions\xa0', 'this reptile fertility score is avg for its species\xa0']",['being able to make the pictures bigger would be helpful in determining features\xa0'],"[3.0, 2.0, 7.0, 5.0, 4.0, 5.0, 8.0, 4.0]",596.698,"['W_C', 'E_C', 'E_F', 'W_F']","[4.0, 7.0, 6.0, 5.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'E', 'W']","['low', 'high', 'high', 'low']",32,"['E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'E_F', 'E_C', 'W_F']",1,6.0,6.0,8.0,"[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",stripes,feet,C,W,E,F,Yes, Curved/Pointy,5.0,Yes, Up/Right,6.0
030,"['better looking', 'its worth it', 'looks nice', 'worth it', 'will work', 'works with it', 'wrks\xa0', 'works']",['no'],"[1.0, 8.0, 4.0, 10.0, 3.0, 10.0, 5.0, 7.0]",533.2741,"['E_C', 'E_F', 'W_C', 'W_F']","[5.0, 7.0, 6.0, 5.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",30,"['E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F']",0,4.0,5.0,2.0,"[2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",stripes,feet,F,E,W,C,Yes, Curved/Pointy,4.0,Yes,Up/Left,6.0
020,"['This reptile has distinct striped pattern, which makes it attractive to the opposite sex and makes it easy to find partners to mate with.', 'This reptile has stripes that run across its body rather than along its body.', 'This reptile has pointed toes rather than round ones.', 'Ideal candidate with stripes running along the body and round toes.', 'Another ideal mating candidate with stripes running along the body and with round toes.', 'Stripes are running along the body but the toes are pointed.', 'Stripes are running across the body and has pointed toes.', 'Stripes are running across the body and the toes are round. Stripe directions are more important for mating in these reptiles.']",['I thought the shade of the green color mattered but this proved to be a false alarm when I looked at all the reptile specimen more closely.'],"[6.0, 5.0, 4.0, 9.0, 8.0, 7.0, 1.0, 1.0]",526.9804,"['E_F', 'E_C', 'W_F', 'W_C']","[9.0, 6.0, 4.0, 1.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'high', 'low', 'low']",20,"['E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F']",1,6.0,6.0,3.0,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",stripes,feet,F,W,E,C,Yes, Curved/Pointy,5.0,Yes, Up/Right,6.0
024,"['They have stripes to hide from predators\xa0', 'they have large eyes to see\xa0', 'they have webbed feet\xa0', 'they have sharp fingers to fight\xa0', 'they have large eyes, stripes and webbed feet\xa0', 'they have large eyes', 'they have sharp talons', 'it looks smaller than the other reptiles']",[],"[5.0, 5.0, 6.0, 8.0, 10.0, 5.0, 5.0, 2.0]",188.4013,"['E_C', 'E_F', 'W_C', 'W_F']","[3.0, 7.0, 5.0, 9.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W']","['high', 'high', 'low', 'low']",24,"['E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C']",1,5.0,6.0,2.0,"[2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",stripes,feet,F,W,E,C,Yes,Webbed,6.0,No,,
008,"['This reptile appears to have diagonal lines going from to to bottom\xa0In my visual comparison, this is the only one like this and that must signify its score.', '3This reptile has shaken lines or almost zigzag the one with a higher score was more straight.', 'This one has less defined lines that fade out. So that signifies it having a mid level scire.', 'This one has straight clean lines but they dont gi all the way and instead fade out. This would be a middle score.', 'This reptile has the lines down its back the correct direction, but they are more jagged. This explains the mid level score', 'This reptile has a fertility score above others that look the same. It must have to do with its environment making it jump above the mid level', 'Short lines in the wrong direction and super webbed toes', 'This one has the straight pointy toes but maybe its environment needs the webbed toes']",['I noticed a few other things. One was the lines being wavy or clean and straight. Very interesting.'],"[9.0, 6.0, 7.0, 4.0, 6.0, 9.0, 3.0, 3.0]",463.9959,"['E_C', 'E_F', 'W_C', 'W_F']","[5.0, 9.0, 4.0, 7.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'F', 'C']","['E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['high', 'high', 'low', 'low']",8,"['E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C']",1,7.0,7.0,4.0,"[5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",stripes,feet,F,W,E,C,Yes,Webbed,3.0,Yes, Up/Right,6.0
020,"['This reptiles stripes run up and down. This might make him more attractive to a mate, which gives him more chances at reproduction.', 'This reptiles stripes run side to side. This trait might not be as attractive, but his feet have good webbing, so he had a better than average chance at finding a mate.', ""This reptile has no webbing between his toes. This could be perceived as unhealthy, so he didn't get as many chances at reproduction."", 'This reptile looks healthy and eager. His stripes and webbing are attractive to many mates, giving him above average chances at reproduction.', 'This reptile has good webbing between his toes and his stripes run up and down. Mates seem to find this attractive for producing healthy offspring.', 'This reptile has good stripes, but his feet have no webbing. He is still getting some action though because his smile gives him personaility.', 'This reptile is struggling to attract a mate. His stripes are side to side and he has no webbing. Mates might think he is sick, so his chances are much lower at attracting a mate.', ""This reptile has good webbing, but his stripes are sideways and his eye is a little off. Mates might not be interested. He is still smiling though and he still had someone take a chance, but he doesn't get many.""]","['I did consider the eyes, nostrils, plants in the background, and smile.']","[6.0, 5.0, 4.0, 9.0, 8.0, 7.0, 1.0, 1.0]",1076.8879,"['E_F', 'E_C', 'W_F', 'W_C']","[9.0, 6.0, 3.0, 1.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'high', 'low', 'low']",20,"['E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F']",1,5.0,7.0,5.0,"[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]",stripes,feet,F,W,E,C,Yes,Webbed,5.0,Yes, Up/Right,6.0
